Noakhali_text,Formal_text
"যে কোনো শব্দের প্রথম অক্ষর উচ্চারিত হইবো ""চ"" দিয়া।","যে কোনো শব্দের প্রথম অক্ষর উচ্চারিত হবে ""চ"" দিয়ে"
আংগো ব্যাখ্যা কইরছে খলিল।,আমাদের ব্যাখ্যা করেছে খলিল।
"এবার সোহেল নূর কইছে, মানে কি","এবার সোহেল নূর বলল, মানে কি?"
মানে আবার কীয়া! যা কইছি তাই,মানে আবার কী! যা বলেছি তাই
আনরা তো আর সহ্য কইরতাম হারিয়ের না,আমারা তো আর সহ্য করতে পারছিনা
খেয়াল নাই শরবত যে এক্সপায়ার্ড,খেয়াল নাই শরবত এক্সপায়ার্ড।
আর খেয়াল নাই শরবত যে এক্সপায়ার্ড।,আমার খেয়াল নেই শরবত যে এক্সপায়ার্ড।
"প্রথমে রুমা খাইছে, তারহর আই খাইছি,","প্রথমে রুমা খেল, তারপর আমি খেলাম"
"প্রপোজ কইরছি  মুখ দিয়া বাহির হইছে,",প্রপোজ করেছি মুখ দিয়ে বের হয়েছে
তুঁই কি আরে বিয়া কইরবা,তুমি কি আমাকে বিয়ে করবে
কনের কথা- রুমা আই লাভ ইউ।,বলার কথা- রুমা আই লাভ ইউ।
রুমার জায়গায় হই গেছে চুমা,রুমার জায়গায় হয়ে গেছে চুমা
"তারহর কত কইছি, চুমা চুল ঠিক কর","তারপর কত বললাম, চুমা চুল ঠিক করো"
মানে রুমা ভুল হই গেছে বলতে চাইসিলাম,মানে রুমা ভুল হয়ে গেছে বলতে চেয়েছিলাম
মুখ দি বাহির হইছে আই কলা খাইয়ুম,মুখ দিয়ে বের হলো আমি কলা খাব
রুমা হত্তি শব্দের লাই ইকগা করি থাপ্পড় দিছে,রুমা প্রতি শব্দের জন্য একটা করে থাপ্পড় দিয়েছে
থাপ্পড় মারি চলি গেছে হেতি,থাপ্পড় মেরে চলে গিয়েছে সে
"ভালা হইছে, রুমা কই অন? ","ভালো হয়েছে, রুমা কোথায় এখন? "
হাইসতে হাইসতে জিজ্ঞেস কইরছি আই,হাসতে হাসতে জিগগে জিজ্ঞেস করলাম আমি।
"রুমা আছে, আইজজা বেয়ানে প্রপোজ কইরছে।","রুমা আছে, আজকে সকালে প্রপোজ করেছে। "
লাজুক জবাব দিছে আর ভাইয়ে,লাজুক জবাব দিয়েছে আমার ভাই
"চোখরে কওয়ালের উচি তুলি কইলাম, কী কইরছে! ","চোখ কপালে তুলে বললাম, কী করেছে! "
ভাইয়ে কইছে আরে মোবাইল কিনি দিব,ভাই বলেছে আমাকে মোবাইল কিনে দিবে
রুমা আইজজা আরে প্রপোজ কইরছে।,রুমা আজকে আমাকে প্রপোজ করেছে।
নিম্নী না করছে বললি কদ্দুর আগে,নিম্নী না করেছে বললি একটু আগে
"চিৎকার করি উইঠছি আই হ্যাঁ, রুমাও কইরছে,","চিৎকার করে উঠলাম আমি হ্যাঁ, রুমাও করেছে,"
গাড়িততে গুছায় বইতে বইতে ন'টা বাজি গেছে ।,গাড়িতে গুছিয়ে বসতে বসতে নয়টা বেজে গেছে
প্রথম কথা আছিলো গাড়িত এককানাত করি যাইব খালি মালপত্র,প্রথম কথা আছিলো গাড়িতে একটা করে যাবে খালি মালপত্র
আরেককানাত জামিল আর দুলাভাই,আরেকটাতে জামিল আর দুলাভাই
আরেককানতে ব্যাগ লই যাইব দিলুরা।,আরেকটাতে ব্যাগ নিয়ে যাবে দিলুরা
"কিন্তু নিশাত কয় যে, আই বাবুরে লই একলা যাইম",কিন্তু নিশাত বলে যে আমি বাবুকে নিয়ে একলা যাব
মা বাবুরে লই গাড়ি উগগা করি হই যাইম।,মা বাবুকে নিয়ে গাড়ি একটা করে যাব
কিল্লাই? কিল্লাই কিল্লাই নাই। এননে যাইতাম চাই,কেন? কেন কেন নাই এমনি যেতে চাই
ঝামেলা কইরতে চেষ্টা করিয়ের না।,ঝামেলা করতে চেষ্টা করছি না
আই ঝামেলা কমাতে চেষ্টা করিইয়ের ।,আই ঝামেলা কমাতে চেষ্টা করছি
আই আর মা দুইজন ই গাড়িতে বমি করি,আমি আর মা দুইজন গাড়িতে বমি করি
হরে আনরা বেকে মিলি গাড়িতে উঠি,পরে আমরা সবাই মিলে গাড়িতে উঠি
"প্রথম গাড়িতে আববা, দিলু আর বাবু উঠছিল",প্রথম গাড়িতে আব্বা দিলু আর বাবু উঠে
মহিষের গাড়িতে কমলা আর আপেল উঠছিল,মহিষের গাড়িতে কমলা আর আপেল উঠেছিল
গাড়ি চইলবার লগে লগে আপেলের ঘুম আইছে,গাড়ি চলার সাথে সাথে আপেলের ঘুম আসছে
হ্যান্ড ব্যাগেতে হুতি হইড়ছে।,হ্যান্ড বেগে শুয়ে পড়েছে
"কি, ঘুমে ঝুরান নাকি আননের? ",কি ঘুম আসছে নাকি আপনার
রাতে ভালা করি ঘুম হয়ন।,রাতে ভালো করে ঘুম হয়নি?
এই ঝাঁকুনিতে ঘুম হইব নি?,এই ঝাঁকুনিতে ঘুম হবে নাকি
হইব আর অভ্যাস আছে।,হবে আমার অভ্যাস আছে
ঘুমাইবার আগে একগা সিগারেট খাইবেন,ঘুমাবার আগে একটা সিগারেট খাবেন
নাই আই সিগারেট খাই না।,না আমি সিগারেট খাই না
কতক্ষণ হরের তেই আপেল ঘুমায় গেছে ।,কতক্ষণ পর থেকেই  সাব্বির ঘুমিয়ে গেছে
জামিল ইককিনি হিংসা বোধ বোধ করের ।,জামিল একটু হিংসা বোধ করছে
এত সহজে কেউ কেননে এমন করি ঘুম যাইতে হারের,এত সহজে কেউ কিভাবে এমন করে ঘুম যেতে পারে
অবশ্য বই থান একেকেরে বিরিক্তিকর ব্যাপার,অবশ্য বসে থাকা একেবারে বিরক্তিকর ব্যাপার
প্রথম গাড়িত তুন উঠি যান যায়।,প্রথম গাড়ি থেকে উঠে যাওয়া যায়
ইয়ানে সিগারেট খাওয়া যাইত ন,সেখানে সিগারেট খাওয়া যাবে না
ইয়া এককান বড় ঝামেলা ইয়ানে,এটা একটা বড় ঝামেলা এখানে
সঙ্গী হিসেবে ওসমান সাহেব বোরিং লোক,সঙ্গী হিসেবে ওসমান সাহেব বোরিং লোক
হেতে এই ব্যাপারে একদম কিলিয়ার,সে এই ব্যাপারে একদম ক্লিয়ার
লোক ইগার রসবোধ নাই।,লোক ইগার রসবোধ নাই।
অফিসের বাইরে যে আরো কিছু আছে,অফিসের বাইরে যে আরো কিছু আছে
সম্ভবত ইগা জানে না।,সম্ভবত সে জানে না
এক হর্যায়ে জামিলের মনে হইলো যে আসা কি সত্যি' দরকার আছিলো,একপর্যায়ে জামিলের মনে হল যে আসা কি সত্যি দরকার ছিল
মানুষ বেড়ুয়া ফুর্তি কইরবার লাই।,মানুষ বেরোয় ফুর্তি করার জন্য
ইয়ানে জামিল গাড়োয়ানের লগে দি আই বইছে ।,এখানে জামিল গাড়োয়ানের সাথে দিয়ে এসে বসেছে
রাস্তাত তো ধুল আর ধুল,রাস্তায় তো ধুল আর ধুল
হেতে মনে কইরছিল গরুর গাড়ি এক্কেরে খুব আসতে আসতে চলে,সে মনে করেছে গরুর গাড়ি একেবারে খুব আস্তে আস্তে চলে
কিন্তু অন দে জোরে চলে ।,কিন্তু এখন দেখে জোরে চলে
গান হুনতে হুনতে যাইতে পাইরলে ভাল হইতো।,গান শুনতে শুনতে যা যেতে পারলে ভালো হতো
কিন্তু ক্যাসেট প্লেয়ারটা নিশাতের কাছে।,কিন্তু ক্যাসেট প্লেয়ারটা নিশাতের কাছে
হেতের তুন তুন লই আনন যাইব নি?,তার থেকে থেকে নিয়ে আসা যাবে নাকি?
নিশাতের নাক ডাক দি ঘুম যার।,নিশাতের নাক ডাক দিয়ে ঘুম যাচ্ছে
মাথাত এককেরে যন্ত্রণা করের,মাথায় একেবারে যন্ত্রণা করছে
"হেতে মারে কইলো- মা, তোয়ার কাছে কি প্যারাসিটামল আছে",সে তার মাকে বলল মা তোমার কাছে কি প্যারাসিটামল আছে
"আছে, তোর জ্বর নি? না সদি।","আছে, তোর কি জ্বর নাকি না সরদি"
মাথাত তে যন্ত্রণা করের অনেক,মাথায় যন্ত্রণা করছে অনেক
রেহানা হেতের গায় হাত দিছে-গা তো বেশ গরম।,রেহানা তার গায়ে হাত দিয়েছে গা তো বেশ গরম
হুতি থাক কদ্দুর ভালা লাইগব,শুয়ে থাকো একটু ভালো লাগবে
"হুতি থাইকতে হইত ন, তুই দুগা ট্যাবলেট দিও","শুয়ে থাকতে হবে ন, তুমি দুইটা ট্যাবলেট দাও"
"হানি তো নাই, হানির বোতল তো হিছনের গাড়িততে","পানি তো নে, পানি তো পিছনের গাড়িতে"
হানি তো নাই। হানির বোতল তো হিছনের গাড়িততে।,পানি ত নেই পানির বোতল তো পিছনের গাড়িতে
হানি লাইগত ন তুই দেও।,পানি লাগবে না তুমি দাও
রেহানা দুগা ট্যাবলেট দিছে,রেহানা দুইটি ট্যাবলেট দিয়েছে
নিশাত মুখ বিকরি বানা করি দুনোগা ট্যাবলেট গিলি ফালাইছে,নিশাত মুখ ভেংচি করে দুটো ট্যাবলেট গিলে ফেলেছে
আর হুতি থাকা লাইগত ন,শুয়ে থাকো আমার শুয়ে থাকা লাগবে না
আর যেসময় প্রয়োজন হইব আই সেসময় হুতি থাইককুম ।,আমার যে সময় প্রয়োজন হবে আমি সেই সময় শুয়ে থাকবো
তোয়ার কন লাইগত ন আরে,তোমার বলা লাগবে না আমাকে
তুই এইচ্ছা রাগি আছস কিল্লাই?,তুই এরকম রেগে আছো কিজন্য
নিশাত হেতার মার দিকে চাই কয়,নিশাত তার মায়ের দিকে তাকিয়ে বলে
চোয়ের দিকে চাই নরম গলায় কয়-সাব্বির সাব আংগো লগে কিল্লাই যায়ের?,চোখে তাকিয়ে নরম গলায় বলে সাব্বির সাহেব আমাদের সাথে কি জন্য যাচ্ছে
ঠিক করি ক চাই মা।,ঠিক করে বলতো মা
"বেড়াইতে যার, আবার কিল্লাই যাইব?",বেড়াতে যাচ্ছে আবার কেন যাবে ?
ও বাংলাদেশের অনেক ছবি তুইলবার চায়,ও বাংলাদেশের অনেক ছবি তুলতে চায়
আননে আর দিকে এননে চাই রইছেন কা,আপনি আমার দিকে এভাবে তাকিয়ে আছেন কেনো
আর গেরামের দিকে যাইয়ের হুনি যায়ের,তার গ্রামের দিকে যাচ্ছি শুনে যাচ্ছে
"বেড়াতে যায়ের আরি, আবার কিল্লাই যাইব",বেড়াতে যাচ্ছে আরকি আবার কিজন্য যাবে
ইগা আগ্রহ দেহাইছে আইয়নের লাই,সে আগ্রহ দেখিয়েছে আসার জন্য
"না, সে কোন আগ্রহ দেখায়ন",না সে কোন আগ্রহ দেখায়নি
তুই ঝুলাঝুলি কইরছিলা।,তুমি ঝুলাঝুলি করেছিলে
যদি করে থাই তো তোর অসুবিধা কিয়া?,যদি করে থাকি তো তোমার অসুবিধা কি
"আনরা আত্মীয়, এতদিন পর দেশে আইছি। ",আমরা আত্মীয় এতদিন পর দেশে এসেছি
ঘুরে-ফিরে দেখত চায়।,ঘুরেফিরে দেখতে চায়
আসল ব্যাপার কিন্তু হেটা নয় মা এডা আই ও জানি,আসল ব্যাপার কিন্তু সেটা নয় মা এটা আমিও জানি
আসল ব্যাপার কিইয়ছে হুনি চাই?,আসল ব্যাপার কি হয়েছে শুনে দেখি
তুমি চাচ্ছ যে ঐ হোলা ইগা যা তে আরে পছন্দ করি লায় ।,তুমি চাচ্ছ যে ওই ছেলে সে যা তে আমাকে পছন্দ করে ফেলে
আর হুরানো দুঃখ-কষ্ট ভুলি হেতের লগে থাই,আর পুরানো দুঃখ খ কষ্ট ভুলে তার সাথের থাকি
আরে হেতারে বিয়ে কইরতে পারি।,আমাকে তাকে বিয়ে করতে পারি
যদি চাই থায় সে হেয়েস্তে কি অন্যায় কইরছে নাকি?,যদি চেয়ে থাকে সেখানে কি অন্যায় করছি নাকি?
হ্যাঁ অন্যায় কইরছো তুমি,হ্যা অন্যায় করছো তুমি
তুই যা ভাইবছ হে সঠিক ন।,তুমি যা ভেবেছ তা সঠিক নয়
আমি কি ভাইবছি আবার?,আমি কি ভেবেছি আবার?
তুমি ভাইবছ আর জামাই নাই। বাইচ্চা ইকগা,তুমি ভেবেছো আমার জামাই নেই বাচ্চা একটা
কাজেই আর এককানা অবলম্বন দরকার,কাজেই আমার একটা অবলম্বন দরকার
এটা ঠিক না মা ।আই একলা থাইককুম,এটা ঠিক না মা আমি একলা থাকব
নিজের দায়িত্ব নিজে লইয়ুম কইছি।,নিজের দায়িত্ব নিজে নেব বলেছি
আরে বিরক্ত করিও না,আমাকে বিরক্ত করিও না
কমলা দেখে যে আপেল আগায় আইয়ের।,কমলা দেখে যে আপেল এগিয়ে আসছে
হেতি চুপ করি গেছে হেতেনরে দেই,সে চুপ করে গেছে তাকে দেখে
ক্যাসেট প্লেয়ার আছে তোমগো কাছে?,ক্যাসেট প্লেয়ার আছে তোমাদের কাছে?
"আরে না আংগা কাছে নাই, দিলুর কাছে",আর না আমাদের কাছে নেই দিলুর কাছে
সামনের গরু গাড়িটা অনেক দূর আগায় গেছে।,সামনের গরুর গাড়িটা অনেক দূর এগিয়ে গিয়েছে
নিশাত চায় যে জামিল দৌড় দিবা শুরু কইরছে।,নিশাত চেয়ে দেখে যে জামিল দৌড় দেওয়া শুরু করেছে
এই দৃশ্য দেই কিল্লাই জানি হেতার ভালা লাইগছে।,এই দৃশ্য দেখে কেন জানি তার ভালো লেগেছে
রেহানা কয় যে কিতারে হাসছ কা?,রেহানা বলে যে কিরে হাসছো কেনো?
রেহানা কয় যে জামিলরে কই দে পানির বোতলটা দি যাইবার লাই।,রেহানা বলে যে জামিলকে বলে দেও পানির বোতলটা দিয়ে যাওয়ার জন্য
কিয়াল্লাই? অষুধ খাই মুখ তেতো হয় রইছে না তোর,কেন? ওষুধ খেয়ে মুখ ত্যাত হয়ে রয়েছে না তোমার
আমার কথা তোয়ার ভাবা লাইগত ন।,আমার কথা তোমার ভাবা লাগবে না
দিলু ক্রমাগত খালি কথা কইতে আছে ।,দিলু ক্রমাগত খালি কথা বলতে আছে
ওসমান সাহেব অবাক হই লক্ষ্য করের,ওসমান সাহেব অবাক হয়ে লক্ষ্য করছে
যে দিলু কথা মন দিয়ে হুনের,যে দিল মন দিয়ে শুনছে
আর তাঁর কাছে ভালা লাগের।,আর তার কাছে ভালো লাগছে
সোহাগী নাম কেমন করি হইছে হুনবা?,সোহাগী নাম কেমন করে হয়েছে শুনবে
বল হুনি আইজকা শুধু তোয়ার কতা হুনিম,বলো শুনি আজকে শুধু তোমার কথা শুনব
আর দিকে তাকাও না। অন্যদিকে তাকায় আছ কিল্লাই?,আমার দিকে তাকাও না অন্য দিকে তাকিয়ে আছো কেন?
ওসমান সাহেব হিগার মাইয়ার দিকে তাকাইছে,ওসমান সাহেব তার মেয়ের দিকে তাকিয়েছে
দিলু হাত নাড়ি গল্প ইগা কওয়া শুরু কইরছে,দিলু হাত নাড়িয়ে গল্প এটা বলা শুরু করেছে
ওসমান সাহেব কয়ছে তোর কতা অনেক সুন্দর,ওসমান সাহেব বলেছে তোর কথা অনেক সুন্দর
ওসমান সাহেব কয় যে-এই সব কথা ঠিক না,ওসমান সাহেব বলে যে এইসব কথা ঠিক না
ইয়া ঠিক নয় এইচ্ছা জাইনলে আইতাম না,এটা ঠিক নয় এমন জানলে আসতাম না
গভীরতায় মাটি কাটা শেষ হইলে পানি আইবো।,গভীরতায় মাটিকাটা শেষ হলে পানি আসবে
শীতের সময় হানি থাকে না বর্ষার সময় পানিতে ভরি যায়।,শীতের সময় পানি থাকে না বর্ষার সময় পানিতে ভরে যায়
গল্প ইগা তার বিশ্বাস হয় না,গল্প এটা তার বিশ্বাস হয় না
ওসমান সাহেব কয় যে-রাজার মাইয়ার নাম আলাদা হয়,ওসমান সাহেব বলে যে রাজার মেয়ের নাম আলাদা হয়
"বিশ্বাসযোগ্য ন, বিশ্বাসযোগ্য ন কিল্লাই?","বিশ্বাসযোগ্য না, বিশ্বাসযোগ্য না কেন"
মাইয়াগো এইচ্ছা সাধারণ নাম থায় না।,মেয়েদের এমন সাধারণ নাম থাকে না
দিলুর বেশ মন খারাপ হয়,দিলুর মন বেশ খারাপ হয়
হেতে মুখ ফিরায় বাইরে চায় আর অবাক হয়,সে মুখ ফিরিয়ে বাহিরে তাকায় আর অবাক হয়
আইজ্জা বেয়ানে ঘুমের তুন উডি,আজকে সকালে ঘুমের থেকে উঠে
এ হুনি নানিরে লই মামার বাড়ি যান লাইগবো,শুনি নানীকে নিয়ে মামার বাসায় যাওয়া লাগবে
ঘুম তুন উডি এ মেজাজ ডা গরম হই গেছে,ঘুমের থেকে উঠেই মেজাজটা গরম হয়ে গিয়েছে
অন আর এই বয়স আছে নি এই মামার বাড়ি যান হেই মামার বাড়ি যান,এখন আর সেই বয়স আছে নাকি এই মামার বাড়ি যাওয়া সেই মামার বাড়ি যাওয়া
এই জিনিসপাতি লই যান,এই জিনিসপাতি নিয়ে যাও
আর আর মনো চায় না বুইযযেন,আমার আর মনে চায় না বুঝেছেন
আইছা শুনো অন আবার খবরের মইধ্যে দেইখলাম,আচ্ছা শোনো এখন আবার খবরের মধ্যে দেখলাম
মানে আংগো মোবাইলের ফেসবুকে,মানে আমাদের মোবাইলের ফেসবুকে
ফেসবুকে মইধ্যে তো অন যান ই যায় না,ফেসবুক এর মধ্যে তো এখন আর যাওয়াই যায় না
আংগো বেডারে ফেসবুকে যাই কিতা যে কইরব কিছুই বুযিনা,আমাদের পুরুষেরা ফেসবুক এ যে কি যে করবে কিছুই বুঝছি না
খালি মাইয়াগো ছবি আর হইল আননের মিম,খালি মেয়েদের ছবি আর হলো আপনার মিম
এই হোলাইনডিরি সব ডিরি খারাপ বানাই লাইসে,এই ছেলেদেরকে এই সবগুলোকে  খারাপ বানিয়ে ফেলেছে
যদি মসজিদে জানের কথা কয় এডি আর হা বাড়ায় না,যদি মসজিদ যাওয়ার কথা বলে এগুলো আর পা বাড়ায় না
এডি হিছের দিকে হাডে,এগুলো পিছনের দিকে হাটে
এডি হুরা দুনিয়াডা নষ্ট করি দিছে,এরা পুরা দুনিয়াটা নষ্ট করে দিয়েছে
মোবাইল্ডার মইধ্যে খুল্লেই এই টিকটক এই ফেসবুক এডি ই ঘুরে,মোবাইলের মধ্যে খুললেই এই টিকটক এই ফেসবুক এসবই ঘুরে
টিকটকের জালা যন্ত্রনায় এক্কেরে শেষ,টিকটকের জালা যন্ত্রনায় একেবারে শেষ
এই টিকটক এডি যেতারা করে,এই টিকটক এসব যারা করে
নামাজ রোজা কিছু হয় নি,নামাজ রোজা হয় নাকি
কি ক্যামেরার একটা সামনে আই গা দেহাই নাচে,কি ক্যামেরা একটা সামনে এসে শরীর দেখিয়ে নাচে
ক্যামেরার একটা সামনে আই হোন নাচায়,ক্যামেরা একটি সামনে এসে পাছা নাচায়
এডির কোনো আদাব কায়দা কিচ্ছু নাই,এদের কোন আদব-কায়দা কিছু নেই
আর বাংলাদেশের মাইয়ারা দিন দিন যেমনে খারাপ হই যার,আর বাংলাদেশের মেয়েরা যেভাবে দিন দিন যেভাবে খারাপ হয়ে যাচ্ছে
এডি দেইখতে তো খারাপ লাগে রাস্তা ঘাটে অন,এসব দেখতে তো খারাপ লাগে আর রাস্তা ঘাটে এখন
কোনো মানুষ ই হান যায় না,কোন মানুষই পাওয়া যায় না
আর আগে মাইনষে,আর আগে মানুষে
বোরকা হিন্দন ছাড়া রাস্তার মইধ্যে বাইর ই হইত না,বোরকা পরা ছাড়া রাস্তার মধ্যে বাহির হত না
গেরামেও তাও ভালা আছে বোরকা মোরকা হিন্দি থায়,গ্রামে তাও ভালো আছে বোরকা বোরকা পড়ে থাকে
কিন্তু ঘরের মইধ্যে তো সেই একি,কিন্তু ঘরের মধ্যে সেই একই
হারাডা দিন ধরি খালি কাইজজা করে,সারাটা দিন ধরে শুধু ঝগড়া করে
ঘরে ঘরে ভেজাল ভাইয়ে ভাইয়ে ভেজাল,ঘরে ভেজাল ভাইয়ে-ভাইয়ে ভেজাল
জমি জমা লই ভেজাল,জমি জমা নিয়ে ভেজাল
মানে কোনো জায়গাত শান্তি নাই,মানে কোন জায়গায় শান্তি নাই
এই আইজজা আরি আংগো ঘরো গেসিলাম,এই আজকে আর কি আমাদের ঘরে গিয়েছিলাম
গেরামে আংগো বাড়ি আছে চাইরটা,গ্রামে আমাদের বাড়ি আছে চারটা
চাইর ভাইয়ের মইধ্যে খালি ঝামেলা,চার ভাইয়ের মধ্যে শুধু ঝামেলা
চাইর ভাইয়ের লগে চাইর ভাইয়ের গেঞ্জাম মানে কনো যাই,চার ভাইয়ের সাথে চার ভাইয়ের সমস্যা মানে কোথায় যাই
কদ্দুর শান্তি মত বইব,একটু শান্তি মত বসবে
বই কদ্দুর চা হানি খাইব এইডার কোনো অবস্থা নাই,একটু চা পানি খাবে এটার কোন ব্যবস্থা নেই
এই বাইত গেলে হেই বাড়ির বেডা কয় এই বাইত গেসছ কিত্তি,এই বাড়িতে গেলে ওই বাড়ির লোক বলে সেই বাড়িতে গেছো কেন
এই বাইত গেলে হেই বাড়ির বেডা কয় কিতারে তুঁই দেই আর লগে আর মাতছ ছা,এই বাড়িতে গেলে সেই বাড়ির লোক বলে কিরে তুঁই দেখি আমার সাথে আর কথা বলিস না
তুঁই হেনে গেসছ কিত্তি,তুমি ওইখানে গেছো কেন
মানে কিতা যে কইতাম সবডির মইধ্যে খালি ঝামেলা,মানে কি যে বলবো সবার মধ্যে শুধু ঝামেলা
আর বেডি এডির কতা কিতা আর কইতাম,আর মহিলা এদের কথা কি আর বলবো
বেডি এডি এক বেডির ঘরে আরেক বেডি ঢুকলেই কয় আর জিনিস ধইরবিনা,মহিলা এরা এক মহিলার ঘরে আরেক মহিলা ঢুকলেই বলে আমার জিনিস ধরবেনা
ঐ তুঁই আর জিনিস লই গেসছ,ওই তুমি আমার জিনিস নিয়ে গেছো
তুঁই আর জিনিস চুরি কইরবি,তুমি আমার জিনিস চুরি করবে
এইশব চলে বাড়ির মইধ্যে,এসব চলে বাড়ির মধ্যে
শান্তি মত কদ্দুর বইয়ন যায় না,শান্তিমত একটু বসা যায় না
এই বাড়ির মইধ্যে পুকুর একটা আছে বুইযজেন,এই বাড়ির মধ্যে পুকুর একটা আছে বুঝেছেন
পুকুর এটার মইধ্যে মাছ আছে মনে হয়,পুকুর এটার মধ্যে মাছ আছে মনে হয়
মাছ টাছ হালাইলে মাছ এডই যন বড় হয়,মাছ টাছ ফালালে মাছ এসব যখন বড় হয়
এই মাছ ভাগ লই চাইর ঘরে আবার কাইজজা,এই মাছ ভাগ নিয়ে চার ঘরে আবার ঝগড়া
কাইজজার কোনো শেষ নাই,ঝগড়ার কোন শেষ নেই
এই মাছ বড় ভাই মাছ লইব তো ছোট ভাইয়ের মন খারাপ,এই মাছ বড় ভাই মাছ নিবে তো ছোট ভাইয়ের মন খারাপ
ছোট ভাইয়ে মাছ লইলে বড় ভাইয়ে মন খারাপ,ছোট ভাই মাছ নিলে বড় ভাইয়ের মন খারাপ
মাইজখান দি দুই ভাই আই কাইজজা করে হেতাগো মাছ কম,মাঝখান দিয়ে বাকি দুই ভাই এসে ঝগড়া করে তাদের মাছ কম
হেতাগোরে মাছ বেশি দিছে কিল্লাই,তাদের মাছ বেশি দিয়েছে কেন
হেতারা কই মাছ খাইব হেতারা রুই মাছ খাইব,তারা কৈ মাছ খাবে তারা রুই মাছ খাবে
হেতারা পাংগাস খাইব মানে একেক জনের একেক রকম কিচ্ছা,তারাপ পাংগাস খাবে মানে একেক জনের একেক রকম গল্প
এইসব লই বাড়ির মইধ্যে গেঞ্জাম,এইসব নিয়ে এই বাড়ির মধ্যে ঝগড়া
অন আংগো ঘরের মইধ্যে নতুন বাথরুম দুগা দিছে,এখন আমাদের ঘরের মধ্যে নতুন বাথরুম দুইটি দিয়েছে
বড় বড় টাইলস বইয়াইছে হাকঘর দিছে,বড় বড় টাইলস বসিয়েছে রান্নাঘর দিয়েছে
বাইরে হাকঘর আছে গ্যাসের চুলা রান্ধি,বাহিরে রান্নাঘর আছে গ্যাসের চুলায় রান্না করে
এই মাংস মাছ এদি অন রানের লাই ফিরিজ কিনছে,এই মাংস মাছ এসব এখন রাখার জন্য ফ্রিজ কিনেছে
তো ভালাই ভালাই চলের আংগোর,তো ভালোই ভালোই চলছে আমাদের
কোন ভাই আইয়ে কাইজজা করে,কোন ভাই এসে ঝগড়া করে
ঘরের মধ্যে শান্তি টান্তি নষ্ট করে কিছুই বুযা যায় না,ঘরের মধ্যে শান্তি টান্তি নষ্ট করে কিছুই বোঝা যায় না
তুঁই কাইল রাইতে আংগো ঘরো আইয়ো ন কা ?,তুমি গতকাল রাতে আমাদের ঘরে আসো নি কেন
তোয়ারে এত করি কইলাম ভাত রাইনছি,তোমাকে এত করে বললাম ভাত রান্না করেছি
কই মাছ রাইনছি রুই মাছ রাইনছি পাংগাস মাছ রাইনছি,কৈ মাছ রান্না করেছি রুই মাছ রান্না করেছি পাঙ্গাস মাছ রান্না করেছি
কই আইলা না ত আংগো ঘরে,কোথায় আসলে নাতো আমাদের ঘরে
তুঁই হারাডাদিন খালি সবজি সবজি কর,তুমি সারাদিন শুধু সবজি সবজি করো
সবজি খাইলে হেট ভরে নি,সবজি খেলে পেট ভরে নাকি
অনকার যুগের হোলা তাগড়া জোয়ান হোলা,এখনকার যুগের ছেলে তাগড়া জোয়ান ছেলে
তুঁই খাইবা মাছ মাংস ডিম দুধ,তুমি খাবে মাছ মাংস ডিম দুধ
মাছ খাইবা বেশি করি মাছ খাইলা না শরিরে শক্তি হইব,মাছ খাবে বেশি করে মাছ খেলে না শরিরে শক্তি হবে
এত করি কই হারাডাদিন ধরি কাম কর কদ্দুর ইলিশ মাছ খাও,এত করে বলি সারাদিন ধরে কাজ করে কতটুকু ইলিশ মাছ খাও
শরিল তুঁন তো মাংস সব ঝুলি হরি যার,শরীর থেকে তো মাংস সব ঝুলে পরে যাচ্ছে
এত কম বয়সে যদি বুড়া হই যাও হরে কেননে থাইকবা,এত কম বয়সে যদি বুড়ো হয়ে যাও পরে কিভাবে থাকবা
বউ তো যাইবগী তোমার তুন,বউ তো যাবেগা তোমার থেকে
বউ বউ হেতারা তো তাগড়া জোয়ান জামাই চায়,বউ বউ হেতারা তো তাগড়া জোয়ান জামাই চায়
তোয়ার যদি এই অবস্থা হয়,তোমাার যদি এই অবস্থা হয়
তুঁই কৃষি খেতে যাই কাম কর,তুমি কৃষি খেতে যেয়ে কাজ করো
কয়দিন হর তো কাম ও কইরতে হাইরতা ন,কয়দিন পরে তো কাজ ও করতে পারবে না
ঘরের মইধ্যে টেয়া টুয়া সব কমি যাইব,ঘরের মধ্যে টাকা টুকা সব কমে যাবে
এল্লাই কই খানা দানা ভাল করি কর খানাদানা যদি ভালা না হয়,এজন্যি বলি  খাবার দাবার ভাল করে কর খানা দানা যদি ভাল না হয়
মাইনষে যত ই কও এই খানা দানা দেহি এ মাইনষে তোয়ারে লই কতা কইব,মানুষে যত ই বল এই খাবার দাবার দেখে এ মানুষে তোমাকে নিয়ে কথা বলবে।
যদি দেহ হেতের ঘরে খানা নাই হেতার ঘরে বাসা নাই,যদি দেখে তার ঘরে খাবার নাই তার ঘরে বাসা নাই
হোতনের জয়গা নাই দুনো জনের,ঘুমানর জায়গা নাই দুই জনের
হেতারা তো তোয়ারে দূর তুন কতা হুনাইবো এই কতা হেই কতা,তারা তো তোমাকে দূর থেকে কথা শুনাবে এই কথা সেই কথা
কতার তালে তো তুঁই বাইচতে হাইরতা ন,কথার তালে তো তুমি বাচতে পারবে না
যাই হোক হুকুরে নামো,যাই হোক পুকুরে নামো
